Reg Amostra;Reg Planta;Fam�lia;G�nero;Esp�cie
119769;104669;Lauraceae;Nectandra;cuspidata
119770;104669;Lauraceae;Nectandra;cuspidata
119771;104670;Leguminosae-mim;Stryphnodendron;pulcherrimum
119772;104670;Leguminosae-mim;Stryphnodendron;pulcherrimum
119780;104671;Anacardiaceae;Tapirira;guianensis
119781;104671;Anacardiaceae;Tapirira;guianensis
119782;104672;Leguminosae-mim;Inga;alba
119783;104672;Leguminosae-mim;Inga;alba
119784;104672;Leguminosae-mim;Inga;alba
119785;104673;Leguminosae-mim;Inga;thibaudiana
119787;104674;Annonaceae;Anaxagorea;dolichocarpa
119788;104674;Annonaceae;Anaxagorea;dolichocarpa
119789;104674;Annonaceae;Anaxagorea;dolichocarpa
119790;104674;Annonaceae;Anaxagorea;dolichocarpa
119792;104675;Clusiaceae;Clusia;grandiflora
119793;104675;Clusiaceae;Clusia;grandiflora
119794;104676;Piperaceae;Piper cf. ;hispidum
119795;104677;Rubiaceae;Isertia;longifolia
119796;104677;Rubiaceae;Isertia;longifolia
119797;104677;Rubiaceae;Isertia;longifolia
119798;104677;Rubiaceae;Isertia;longifolia
119799;104678;Melastomataceae;Miconia;prasina
119800;104678;Melastomataceae;Miconia;prasina
119801;104678;Melastomataceae;Miconia;prasina
119802;104678;Melastomataceae;Miconia;prasina
119803;104678;Melastomataceae;Miconia;prasina
119804;104679;Leguminosae-mim;Inga;edulis
119805;104679;Leguminosae-mim;Inga;edulis
119806;104679;Leguminosae-mim;Inga;edulis
119807;104679;Leguminosae-mim;Inga;edulis
119808;104680;Leguminosae-mim;Pseudopiptadenia;suaveolens
119809;104680;Leguminosae-mim;Pseudopiptadenia;suaveolens
119810;104680;Leguminosae-mim;Pseudopiptadenia;suaveolens
119811;104680;Leguminosae-mim;Pseudopiptadenia;suaveolens
119812;104680;Leguminosae-mim;Pseudopiptadenia;suaveolens
119813;104681;Myrtaceae;;
119814;104681;Myrtaceae;;
119815;104681;Myrtaceae;;
119816;104681;Myrtaceae;;
119817;104682;Caryocaraceae;Caryocar;villosum
119818;104682;Caryocaraceae;Caryocar;villosum
119819;104682;Caryocaraceae;Caryocar;villosum
119820;104682;Caryocaraceae;Caryocar;villosum
119821;104682;Caryocaraceae;Caryocar;villosum
119822;104683;Chrysobalanaceae;Licania cf;apetala
119823;104683;Chrysobalanaceae;Licania cf;apetala
119824;104683;Chrysobalanaceae;Licania cf;apetala
119825;104683;Chrysobalanaceae;Licania cf;apetala
119826;104683;Chrysobalanaceae;Licania cf;apetala
119827;104684;Lecythidaceae;Lecythis;pisonis
119828;104684;Lecythidaceae;Lecythis;pisonis
119829;104684;Lecythidaceae;Lecythis;pisonis
119830;104685;Leguminosae-pap;Dipteryx;odorata
119831;104685;Leguminosae-pap;Dipteryx;odorata
119832;104685;Leguminosae-pap;Dipteryx;odorata
119833;104685;Leguminosae-pap;Dipteryx;odorata
119834;104685;Leguminosae-pap;Dipteryx;odorata
119835;104686;Asteraceae;Vernonia;brasiliana
119836;104686;Asteraceae;Vernonia;brasiliana
119837;104686;Asteraceae;Vernonia;brasiliana
119838;104687;Proteaceae;Panopsis;sessilifolia
119839;104687;Proteaceae;Panopsis;sessilifolia
119840;104687;Proteaceae;Panopsis;sessilifolia
119841;104687;Proteaceae;Panopsis;sessilifolia
119842;104687;Proteaceae;Panopsis;sessilifolia
119843;104688;Leguminosae-mim;Inga;auristellae
119844;104688;Leguminosae-mim;Inga;auristellae
119845;104688;Leguminosae-mim;Inga;auristellae
119846;104688;Leguminosae-mim;Inga;auristellae
119847;104689;Leguminosae-mim;Enterolobium;schomburgkii
119848;104689;Leguminosae-mim;Enterolobium;schomburgkii
119849;104689;Leguminosae-mim;Enterolobium;schomburgkii
119850;104689;Leguminosae-mim;Enterolobium;schomburgkii
119851;104689;Leguminosae-mim;Enterolobium;schomburgkii
119852;104690;Leguminosae-mim;Mimosa;acutistipula
119853;104690;Leguminosae-mim;Mimosa;acutistipula
119854;104690;Leguminosae-mim;Mimosa;acutistipula
119855;104691;Rhamnaceae;Gouania;coniifolia
119856;104692;Euphorbiaceae;Richeria;grandis
119857;104692;Euphorbiaceae;Richeria;grandis
119858;104692;Euphorbiaceae;Richeria;grandis
119859;104692;Euphorbiaceae;Richeria;grandis
119860;104692;Euphorbiaceae;Richeria;grandis
119861;104693;Leguminosae-pap;Taralea;oppositifolia
119862;104693;Leguminosae-pap;Taralea;oppositifolia
119863;104693;Leguminosae-pap;Taralea;oppositifolia
119864;104694;Leguminosae-caes;Cassia;hoffmannseggii
119865;104694;Leguminosae-caes;Cassia;hoffmannseggii
119866;104694;Leguminosae-caes;Cassia;hoffmannseggii
119867;104695;Leguminosae-mim;Balizia;pedicellaris
119868;104695;Leguminosae-mim;Balizia;pedicellaris
119869;104695;Leguminosae-mim;Balizia;pedicellaris
119870;104696;Moraceae;Ficus;guianensis
119871;104696;Moraceae;Ficus;guianensis
119872;104696;Moraceae;Ficus;guianensis
119873;104696;Moraceae;Ficus;guianensis
119874;104697;Combretaceae;Terminalia;amazonia
119875;104697;Combretaceae;Terminalia;amazonia
119876;104697;Combretaceae;Terminalia;amazonia
119877;104697;Combretaceae;Terminalia;amazonia
119878;104697;Combretaceae;Terminalia;amazonia
119879;104698;Leguminosae-caes;Cassia;fastuosa
119880;104698;Leguminosae-caes;Cassia;fastuosa
119881;104698;Leguminosae-caes;Cassia;fastuosa
119882;104698;Leguminosae-caes;Cassia;fastuosa
119883;104698;Leguminosae-caes;Cassia;fastuosa
119884;104698;Leguminosae-caes;Cassia;fastuosa
119885;104699;Ulmaceae;Trema;micrantha
119886;104699;Ulmaceae;Trema;micrantha
119887;104699;Ulmaceae;Trema;micrantha
119888;104699;Ulmaceae;Trema;micrantha
119889;104699;Ulmaceae;Trema;micrantha
119890;104700;Annonaceae;Xylopia;aromatica
119891;104700;Annonaceae;Xylopia;aromatica
119892;104700;Annonaceae;Xylopia;aromatica
119893;104700;Annonaceae;Xylopia;aromatica
119894;104700;Annonaceae;Xylopia;aromatica
119895;104701;Ochnaceae;Ouratea;castaneifolia
119896;104701;Ochnaceae;Ouratea;castaneifolia
119897;104702;Leguminosae-caes;Hymenaea;parvifolia
119898;104702;Leguminosae-caes;Hymenaea;parvifolia
119899;104703;Burseraceae;Trattinnickia;rhoifolia
119900;104703;Burseraceae;Trattinnickia;rhoifolia
119901;104704;Euphorbiaceae;Pera cf.;bicolor
119902;104705;Euphorbiaceae;Mabea;piriri
119903;104706;Leguminosae-mim;Abarema;jupunba
119904;104707;Dichapetalaceae;Tapura;amazonica
119913;104711;Leguminosae-mim;Inga;macrophylla
119915;104712;Bignoniaceae;Tabebuia;serratifolia
119916;104713;Annonaceae;Guatteria;schomburgkiana
119905;104708;Apocynaceae;Himatanthus;sucuuba
119909;104709;Apocynaceae;Tabernaemontana;angulata
119920;104710;Rutaceae;Zanthoxylum;rhoifolium
119921;104711;Leguminosae-mim;Inga;macrophylla
119922;104712;Bignoniaceae;Tabebuia;serratifolia
119917;104713;Annonaceae;Guatteria;schomburgkiana
119918;104713;Annonaceae;Guatteria;schomburgkiana
119923;104714;Leguminosae-mim;Inga;flagelliformis
119925;104714;Leguminosae-mim;Inga;flagelliformis
119927;104715;Flacourtiaceae;Lindackeria;paraensis
119929;104715;Flacourtiaceae;Lindackeria;paraensis
119930;104715;Flacourtiaceae;Lindackeria;paraensis
119931;104716;Convolvulaceae;Maripa;reticulata
119932;104716;Convolvulaceae;Maripa;reticulata
119933;104716;Convolvulaceae;Maripa;reticulata
119934;104717;Annonaceae;Annona;paludosa
119935;104718;Leguminosae-caes;Sclerolobium;guianense
119936;104718;Leguminosae-caes;Sclerolobium;guianense
119938;104719;Annonaceae;Rollinia;exsucca
119939;104720;Leguminosae-mim;Pseudopiptadenia;psilostachya
119940;104721;Myristicaceae;Virola;surinamensis
119942;104722;Leguminosae-mim;Pentaclethra;macroloba
120233;104723;Leguminosae-mim;Pentaclethra;macroloba
124087;104909;Apocynaceae;Allamanda;cathartica
120235;104725;Hypericaceae;Vismia;guianensis
120236;104726;Leguminosae-caes;Vouacapoua;americana
120238;104727;Leguminosae-mim;Inga;falcistipula
120239;104728;Sterculiaceae;Theobroma;guianensis
120241;104730;Annonaceae;Xylopia;nitida
120240;104729;Flacourtiaceae;Banara;guianensis
120242;104730;Annonaceae;Xylopia;nitida
120243;104731;Leguminosae-mim;Adenanthera;pavonina
120244;104732;Humiriaceae;Sacoglottis;guianensis
120245;104732;Humiriaceae;Sacoglottis;guianensis
120246;104733;Leguminosae-pap;Ormosia;paraensis
120247;104734;Lecythidaceae;Lecythis;lurida
120248;104734;Lecythidaceae;Lecythis;lurida
120249;104734;Lecythidaceae;Lecythis;lurida
120250;104735;Connaraceae;Connarus;angustifolius
120251;104735;Connaraceae;Connarus;angustifolius
120252;104735;Connaraceae;Connarus;angustifolius
120253;104736;Leguminosae-caes;Chamaecrista;apoucouita
120254;104736;Leguminosae-caes;Chamaecrista;apoucouita
120255;104736;Leguminosae-caes;Chamaecrista;apoucouita
120256;104736;Leguminosae-caes;Chamaecrista;apoucouita
120257;104737;Sapotaceae;Richardella;macrophylla
120258;104737;Sapotaceae;Richardella;macrophylla
120259;104737;Sapotaceae;Richardella;macrophylla
120260;104737;Sapotaceae;Richardella;macrophylla
120261;104738;Annonaceae;Annona;montana
120262;104738;Annonaceae;Annona;montana
120263;104739;Euphorbiaceae;Sapium;lanceolatum
120264;104740;Euphorbiaceae;Pogonophora;schomburgkiana
120265;104740;Euphorbiaceae;Pogonophora;schomburgkiana
120266;104740;Euphorbiaceae;Pogonophora;schomburgkiana
120267;104740;Euphorbiaceae;Pogonophora;schomburgkiana
120268;104741;Lecythidaceae;Eschweilera;ovata
120269;104742;Sapindaceae;Cupania;scrobiculata
120270;104742;Sapindaceae;Cupania;scrobiculata
120271;104742;Sapindaceae;Cupania;scrobiculata
120272;104743;Malpighiaceae;Byrsonima cf. ;stipulacea
120273;104743;Malpighiaceae;Byrsonima cf. ;stipulacea
120274;104744;Anacardiaceae;Thyrsodium;paraense
120275;104744;Anacardiaceae;Thyrsodium;paraense
120276;104744;Anacardiaceae;Thyrsodium;paraense
120277;104744;Anacardiaceae;Thyrsodium;paraense
120278;104745;Annonaceae;Guatteria ;
120279;104745;Annonaceae;Guatteria ;
120280;104746;Rubiaceae;Palicourea;longistipulata
120281;104746;Rubiaceae;Palicourea;longistipulata
120282;104747;Chrysobalanaceae;Licania;kunthiana
120283;104747;Chrysobalanaceae;Licania;kunthiana
120284;104747;Chrysobalanaceae;Licania;kunthiana
120285;104747;Chrysobalanaceae;Licania;kunthiana
120286;104748;Simaroubaceae;Simaba;cedron
120287;104749;Boraginaceae;Cordia ;
120288;104749;Boraginaceae;Cordia ;
120289;104749;Boraginaceae;Cordia ;
120290;104750;Leguminosae-caes;Dialium;guianense
120291;104750;Leguminosae-caes;Dialium;guianense
120292;104750;Leguminosae-caes;Dialium;guianense
120293;104750;Leguminosae-caes;Dialium;guianense
120294;104751;Apocynaceae;Lacmellea;aculeata
120295;104751;Apocynaceae;Lacmellea;aculeata
120296;104751;Apocynaceae;Lacmellea;aculeata
124070;104906;Myrtaceae;Myrcia;
120298;104752;Quiinaceae;Lacunaria;crenata
120299;104752;Quiinaceae;Lacunaria;crenata
120300;104752;Quiinaceae;Lacunaria;crenata
120301;104753;Flacourtiaceae;Casearia;decandra
120302;104753;Flacourtiaceae;Casearia;decandra
120303;104754;Lecythidaceae;Lecythis;idatimon
